Fecha;Mes;Año;Localidad;Lluvia (mm)
10/19/2020;10;2020;Gral Pueyrredon;0
10/20/2020;10;2020;Gral Pueyrredon;0
10/21/2020;10;2020;Gral Pueyrredon;0
10/22/2020;10;2020;Gral Pueyrredon;4
10/23/2020;10;2020;Gral Pueyrredon;0
10/24/2020;10;2020;Gral Pueyrredon;0.1
10/25/2020;10;2020;Gral Pueyrredon;17
10/26/2020;10;2020;Gral Pueyrredon;0
10/27/2020;10;2020;Gral Pueyrredon;0
10/28/2020;10;2020;Gral Pueyrredon;0.3
10/29/2020;10;2020;Gral Pueyrredon;0.3
10/30/2020;10;2020;Gral Pueyrredon;0
10/31/2020;10;2020;Gral Pueyrredon;0
11/1/2020;11;2020;Gral Pueyrredon;0
11/2/2020;11;2020;Gral Pueyrredon;0
11/3/2020;11;2020;Gral Pueyrredon;0
11/4/2020;11;2020;Gral Pueyrredon;0
11/5/2020;11;2020;Gral Pueyrredon;0
11/6/2020;11;2020;Gral Pueyrredon;8
11/7/2020;11;2020;Gral Pueyrredon;0.1
11/8/2020;11;2020;Gral Pueyrredon;0
11/9/2020;11;2020;Gral Pueyrredon;0
11/10/2020;11;2020;Gral Pueyrredon;0
11/11/2020;11;2020;Gral Pueyrredon;0
11/12/2020;11;2020;Gral Pueyrredon;0
11/13/2020;11;2020;Gral Pueyrredon;3
11/14/2020;11;2020;Gral Pueyrredon;0.8
11/15/2020;11;2020;Gral Pueyrredon;0
11/16/2020;11;2020;Gral Pueyrredon;0
11/17/2020;11;2020;Gral Pueyrredon;0
11/18/2020;11;2020;Gral Pueyrredon;0
11/19/2020;11;2020;Gral Pueyrredon;0
11/20/2020;11;2020;Gral Pueyrredon;0
11/21/2020;11;2020;Gral Pueyrredon;0
11/22/2020;11;2020;Gral Pueyrredon;0
11/23/2020;11;2020;Gral Pueyrredon;2
11/24/2020;11;2020;Gral Pueyrredon;6
11/25/2020;11;2020;Gral Pueyrredon;0
11/26/2020;11;2020;Gral Pueyrredon;0
11/27/2020;11;2020;Gral Pueyrredon;0
11/28/2020;11;2020;Gral Pueyrredon;0
11/29/2020;11;2020;Gral Pueyrredon;0
11/30/2020;11;2020;Gral Pueyrredon;0
12/1/2020;12;2020;Gral Pueyrredon;0
12/2/2020;12;2020;Gral Pueyrredon;0
12/3/2020;12;2020;Gral Pueyrredon;0
12/4/2020;12;2020;Gral Pueyrredon;0
12/5/2020;12;2020;Gral Pueyrredon;0
12/6/2020;12;2020;Gral Pueyrredon;0
12/7/2020;12;2020;Gral Pueyrredon;0
12/8/2020;12;2020;Gral Pueyrredon;0
12/9/2020;12;2020;Gral Pueyrredon;2
12/10/2020;12;2020;Gral Pueyrredon;3
12/11/2020;12;2020;Gral Pueyrredon;0
12/12/2020;12;2020;Gral Pueyrredon;0.7
12/13/2020;12;2020;Gral Pueyrredon;1
12/14/2020;12;2020;Gral Pueyrredon;0.3
12/15/2020;12;2020;Gral Pueyrredon;0
12/16/2020;12;2020;Gral Pueyrredon;0
12/17/2020;12;2020;Gral Pueyrredon;0
12/18/2020;12;2020;Gral Pueyrredon;0.4
12/19/2020;12;2020;Gral Pueyrredon;11
12/20/2020;12;2020;Gral Pueyrredon;0
12/21/2020;12;2020;Gral Pueyrredon;0
12/22/2020;12;2020;Gral Pueyrredon;0
12/23/2020;12;2020;Gral Pueyrredon;0
12/24/2020;12;2020;Gral Pueyrredon;0
12/25/2020;12;2020;Gral Pueyrredon;0
12/26/2020;12;2020;Gral Pueyrredon;0
12/27/2020;12;2020;Gral Pueyrredon;0
12/28/2020;12;2020;Gral Pueyrredon;0
12/29/2020;12;2020;Gral Pueyrredon;1
12/30/2020;12;2020;Gral Pueyrredon;0.2
12/31/2020;12;2020;Gral Pueyrredon;0
1/1/2021;1;2021;Gral Pueyrredon;0
1/2/2021;1;2021;Gral Pueyrredon;0
1/3/2021;1;2021;Gral Pueyrredon;0
1/4/2021;1;2021;Gral Pueyrredon;3
1/5/2021;1;2021;Gral Pueyrredon;21
1/6/2021;1;2021;Gral Pueyrredon;28
1/7/2021;1;2021;Gral Pueyrredon;4
1/8/2021;1;2021;Gral Pueyrredon;0
1/9/2021;1;2021;Gral Pueyrredon;0
1/10/2021;1;2021;Gral Pueyrredon;20
1/11/2021;1;2021;Gral Pueyrredon;0
1/12/2021;1;2021;Gral Pueyrredon;0
01/13/2021;1;2021;Gral Pueyrredon;0
01/14/2021;1;2021;Gral Pueyrredon;0
01/15/2021;1;2021;Gral Pueyrredon;0
01/16/2021;1;2021;Gral Pueyrredon;7
01/17/2021;1;2021;Gral Pueyrredon;3
01/18/2021;1;2021;Gral Pueyrredon;0
01/19/2021;1;2021;Gral Pueyrredon;0
01/20/2021;1;2021;Gral Pueyrredon;0
01/21/2021;1;2021;Gral Pueyrredon;0
01/22/2021;1;2021;Gral Pueyrredon;0
01/23/2021;1;2021;Gral Pueyrredon;0
01/24/2021;1;2021;Gral Pueyrredon;0
01/25/2021;1;2021;Gral Pueyrredon;0
01/26/2021;1;2021;Gral Pueyrredon;0
01/27/2021;1;2021;Gral Pueyrredon;5
01/28/2021;1;2021;Gral Pueyrredon;0
01/29/2021;1;2021;Gral Pueyrredon;0.1
01/30/2021;1;2021;Gral Pueyrredon;0
01/31/2021;1;2021;Gral Pueyrredon;0
2/1/2021;2;2021;Gral Pueyrredon;0
2/2/2021;2;2021;Gral Pueyrredon;0.7
2/3/2021;2;2021;Gral Pueyrredon;0
2/4/2021;2;2021;Gral Pueyrredon;0
2/5/2021;2;2021;Gral Pueyrredon;0
2/6/2021;2;2021;Gral Pueyrredon;0
2/7/2021;2;2021;Gral Pueyrredon;15
2/8/2021;2;2021;Gral Pueyrredon;0
2/9/2021;2;2021;Gral Pueyrredon;0
2/10/2021;2;2021;Gral Pueyrredon;0
2/11/2021;2;2021;Gral Pueyrredon;9
2/12/2021;2;2021;Gral Pueyrredon;22
02/13/2021;2;2021;Gral Pueyrredon;9
02/14/2021;2;2021;Gral Pueyrredon;31
02/15/2021;2;2021;Gral Pueyrredon;43
02/16/2021;2;2021;Gral Pueyrredon;15
02/17/2021;2;2021;Gral Pueyrredon;0
02/18/2021;2;2021;Gral Pueyrredon;0
02/19/2021;2;2021;Gral Pueyrredon;0
02/20/2021;2;2021;Gral Pueyrredon;0
02/21/2021;2;2021;Gral Pueyrredon;16
02/22/2021;2;2021;Gral Pueyrredon;0
02/23/2021;2;2021;Gral Pueyrredon;0
02/24/2021;2;2021;Gral Pueyrredon;0
02/25/2021;2;2021;Gral Pueyrredon;0
02/26/2021;2;2021;Gral Pueyrredon;0
02/27/2021;2;2021;Gral Pueyrredon;0
02/28/2021;2;2021;Gral Pueyrredon;0
3/1/2021;3;2021;Gral Pueyrredon;0
3/2/2021;3;2021;Gral Pueyrredon;0
3/3/2021;3;2021;Gral Pueyrredon;0
3/4/2021;3;2021;Gral Pueyrredon;14
3/5/2021;3;2021;Gral Pueyrredon;0
3/6/2021;3;2021;Gral Pueyrredon;0
3/7/2021;3;2021;Gral Pueyrredon;5
3/8/2021;3;2021;Gral Pueyrredon;8
3/9/2021;3;2021;Gral Pueyrredon;0
3/10/2021;3;2021;Gral Pueyrredon;0
3/11/2021;3;2021;Gral Pueyrredon;0
3/12/2021;3;2021;Gral Pueyrredon;0
03/13/2021;3;2021;Gral Pueyrredon;0
03/14/2021;3;2021;Gral Pueyrredon;0
03/15/2021;3;2021;Gral Pueyrredon;7
03/16/2021;3;2021;Gral Pueyrredon;34
03/17/2021;3;2021;Gral Pueyrredon;3
03/18/2021;3;2021;Gral Pueyrredon;0
03/19/2021;3;2021;Gral Pueyrredon;0
03/20/2021;3;2021;Gral Pueyrredon;0.3
03/21/2021;3;2021;Gral Pueyrredon;0
03/22/2021;3;2021;Gral Pueyrredon;0
03/23/2021;3;2021;Gral Pueyrredon;0
03/24/2021;3;2021;Gral Pueyrredon;22
03/25/2021;3;2021;Gral Pueyrredon;16
03/26/2021;3;2021;Gral Pueyrredon;0.4
03/27/2021;3;2021;Gral Pueyrredon;3
03/28/2021;3;2021;Gral Pueyrredon;0
03/29/2021;3;2021;Gral Pueyrredon;0
03/30/2021;3;2021;Gral Pueyrredon;0
03/31/2021;3;2021;Gral Pueyrredon;0
4/1/2021;4;2021;Gral Pueyrredon;0
4/2/2021;4;2021;Gral Pueyrredon;0
4/3/2021;4;2021;Gral Pueyrredon;0
4/4/2021;4;2021;Gral Pueyrredon;0
4/5/2021;4;2021;Gral Pueyrredon;0
4/6/2021;4;2021;Gral Pueyrredon;0
4/7/2021;4;2021;Gral Pueyrredon;0
7/8/2021;7;2021;Gral Pueyrredon;25
7/9/2021;7;2021;Gral Pueyrredon;0
7/10/2021;7;2021;Gral Pueyrredon;34
7/11/2021;7;2021;Gral Pueyrredon;0.2
7/12/2021;7;2021;Gral Pueyrredon;0
07/13/2021;7;2021;Gral Pueyrredon;0
07/14/2021;7;2021;Gral Pueyrredon;0
07/15/2021;7;2021;Gral Pueyrredon;0
07/16/2021;7;2021;Gral Pueyrredon;0
07/17/2021;7;2021;Gral Pueyrredon;0
07/18/2021;7;2021;Gral Pueyrredon;0
07/19/2021;7;2021;Gral Pueyrredon;0
07/20/2021;7;2021;Gral Pueyrredon;0
07/21/2021;7;2021;Gral Pueyrredon;0
07/22/2021;7;2021;Gral Pueyrredon;0
07/23/2021;7;2021;Gral Pueyrredon;15
07/24/2021;7;2021;Gral Pueyrredon;0
07/25/2021;7;2021;Gral Pueyrredon;0
07/26/2021;7;2021;Gral Pueyrredon;0
07/27/2021;7;2021;Gral Pueyrredon;0
07/28/2021;7;2021;Gral Pueyrredon;0
07/29/2021;7;2021;Gral Pueyrredon;0
07/30/2021;7;2021;Gral Pueyrredon;0
07/31/2021;7;2021;Gral Pueyrredon;0
8/1/2021;8;2021;Gral Pueyrredon;10
8/2/2021;8;2021;Gral Pueyrredon;6
8/3/2021;8;2021;Gral Pueyrredon;5
8/4/2021;8;2021;Gral Pueyrredon;0
8/5/2021;8;2021;Gral Pueyrredon;0
5/7/2021;5;2021;Gral Pueyrredon;0
5/8/2021;5;2021;Gral Pueyrredon;0
5/9/2021;5;2021;Gral Pueyrredon;0
5/10/2021;5;2021;Gral Pueyrredon;2
5/11/2021;5;2021;Gral Pueyrredon;0
5/12/2021;5;2021;Gral Pueyrredon;0
05/13/2021;5;2021;Gral Pueyrredon;0
05/14/2021;5;2021;Gral Pueyrredon;0
05/15/2021;5;2021;Gral Pueyrredon;0
05/16/2021;5;2021;Gral Pueyrredon;0
05/17/2021;5;2021;Gral Pueyrredon;0
05/18/2021;5;2021;Gral Pueyrredon;0
05/19/2021;5;2021;Gral Pueyrredon;0
05/20/2021;5;2021;Gral Pueyrredon;0
05/21/2021;5;2021;Gral Pueyrredon;4
05/22/2021;5;2021;Gral Pueyrredon;54
05/23/2021;5;2021;Gral Pueyrredon;6
05/24/2021;5;2021;Gral Pueyrredon;0
05/25/2021;5;2021;Gral Pueyrredon;0
05/26/2021;5;2021;Gral Pueyrredon;0
05/27/2021;5;2021;Gral Pueyrredon;0
05/28/2021;5;2021;Gral Pueyrredon;2
05/29/2021;5;2021;Gral Pueyrredon;2
05/30/2021;5;2021;Gral Pueyrredon;0
05/31/2021;5;2021;Gral Pueyrredon;0.1
6/1/2021;6;2021;Gral Pueyrredon;0
6/2/2021;6;2021;Gral Pueyrredon;0
6/3/2021;6;2021;Gral Pueyrredon;0
6/4/2021;6;2021;Gral Pueyrredon;0
6/5/2021;6;2021;Gral Pueyrredon;0
6/6/2021;6;2021;Gral Pueyrredon;0
6/7/2021;6;2021;Gral Pueyrredon;0
6/8/2021;6;2021;Gral Pueyrredon;0
6/9/2021;6;2021;Gral Pueyrredon;0
6/10/2021;6;2021;Gral Pueyrredon;0
6/11/2021;6;2021;Gral Pueyrredon;0
6/12/2021;6;2021;Gral Pueyrredon;0
06/13/2021;6;2021;Gral Pueyrredon;0
06/14/2021;6;2021;Gral Pueyrredon;2
06/15/2021;6;2021;Gral Pueyrredon;2
06/16/2021;6;2021;Gral Pueyrredon;0
06/17/2021;6;2021;Gral Pueyrredon;2
06/18/2021;6;2021;Gral Pueyrredon;0
06/19/2021;6;2021;Gral Pueyrredon;0
06/20/2021;6;2021;Gral Pueyrredon;0
06/21/2021;6;2021;Gral Pueyrredon;0
06/22/2021;6;2021;Gral Pueyrredon;0
06/23/2021;6;2021;Gral Pueyrredon;4
06/24/2021;6;2021;Gral Pueyrredon;0
06/25/2021;6;2021;Gral Pueyrredon;3
06/26/2021;6;2021;Gral Pueyrredon;13
06/27/2021;6;2021;Gral Pueyrredon;31
06/28/2021;6;2021;Gral Pueyrredon;10
06/29/2021;6;2021;Gral Pueyrredon;0
06/30/2021;6;2021;Gral Pueyrredon;0
7/1/2021;7;2021;Gral Pueyrredon;0
7/2/2021;7;2021;Gral Pueyrredon;0
7/3/2021;7;2021;Gral Pueyrredon;0
7/4/2021;7;2021;Gral Pueyrredon;0
7/5/2021;7;2021;Gral Pueyrredon;0
7/6/2021;7;2021;Gral Pueyrredon;3
7/7/2021;7;2021;Gral Pueyrredon;0
7/8/2021;7;2021;Gral Pueyrredon;0
7/9/2021;7;2021;Gral Pueyrredon;0
7/10/2021;7;2021;Gral Pueyrredon;0
7/11/2021;7;2021;Gral Pueyrredon;12
12/7/2021;7;2021;Gral Pueyrredon;0.4
13/7/2021;7;2021;Gral Pueyrredon;0
14/7/2021;7;2021;Gral Pueyrredon;3
15/7/2021;7;2021;Gral Pueyrredon;0
16/7/2021;7;2021;Gral Pueyrredon;0
07/17/2021;7;2021;Gral Pueyrredon;0
07/18/2021;7;2021;Gral Pueyrredon;0
07/19/2021;7;2021;Gral Pueyrredon;0
07/20/2021;7;2021;Gral Pueyrredon;0
07/21/2021;7;2021;Gral Pueyrredon;0
22/7/2021;7;2021;Gral Pueyrredon;0
23/7/2021;7;2021;Gral Pueyrredon;0
24/7/2021;7;2021;Gral Pueyrredon;4
25/7/2021;7;2021;Gral Pueyrredon;0
26/7/2021;7;2021;Gral Pueyrredon;3
27/7/2021;7;2021;Gral Pueyrredon;7
28/7/2021;7;2021;Gral Pueyrredon;0
29/7/2021;7;2021;Gral Pueyrredon;0
30/7/2021;7;2021;Gral Pueyrredon;0
31/7/2021;7;2021;Gral Pueyrredon;0
1/8/2021;8;2021;Gral Pueyrredon;0
2/8/2021;8;2021;Gral Pueyrredon;0
3/8/2021;8;2021;Gral Pueyrredon;0
4/8/2021;8;2021;Gral Pueyrredon;0
5/8/2021;8;2021;Gral Pueyrredon;0
6/8/2021;8;2021;Gral Pueyrredon;0
7/8/2021;8;2021;Gral Pueyrredon;0
8/8/2021;8;2021;Gral Pueyrredon;0
9/8/2021;8;2021;Gral Pueyrredon;0
10/8/2021;8;2021;Gral Pueyrredon;0
11/8/2021;8;2021;Gral Pueyrredon;0
12/8/2021;8;2021;Gral Pueyrredon;0
13/8/2021;8;2021;Gral Pueyrredon;0
14/8/2021;8;2021;Gral Pueyrredon;0
15/8/2021;8;2021;Gral Pueyrredon;0
16/8/2021;8;2021;Gral Pueyrredon;0
17/8/2021;8;2021;Gral Pueyrredon;0
18/8/2021;8;2021;Gral Pueyrredon;2
08/19/2021;8;2021;Gral Pueyrredon;2
08/20/2021;8;2021;Gral Pueyrredon;0
08/21/2021;8;2021;Gral Pueyrredon;0
08/22/2021;8;2021;Gral Pueyrredon;0
08/23/2021;8;2021;Gral Pueyrredon;0
08/24/2021;8;2021;Gral Pueyrredon;0
08/25/2021;8;2021;Gral Pueyrredon;0
08/26/2021;8;2021;Gral Pueyrredon;0
08/27/2021;8;2021;Gral Pueyrredon;0
08/28/2021;8;2021;Gral Pueyrredon;0
08/29/2021;8;2021;Gral Pueyrredon;0
08/30/2021;8;2021;Gral Pueyrredon;0
08/31/2021;8;2021;Gral Pueyrredon;52
9/1/2021;9;2021;Gral Pueyrredon;0
9/2/2021;9;2021;Gral Pueyrredon;0
9/3/2021;9;2021;Gral Pueyrredon;0
9/4/2021;9;2021;Gral Pueyrredon;0
9/5/2021;9;2021;Gral Pueyrredon;0
9/6/2021;9;2021;Gral Pueyrredon;0
9/7/2021;9;2021;Gral Pueyrredon;5
9/8/2021;9;2021;Gral Pueyrredon;42
9/9/2021;9;2021;Gral Pueyrredon;9
9/10/2021;9;2021;Gral Pueyrredon;0.3
9/11/2021;9;2021;Gral Pueyrredon;0
9/12/2021;9;2021;Gral Pueyrredon;0
09/13/2021;9;2021;Gral Pueyrredon;0
09/14/2021;9;2021;Gral Pueyrredon;0
09/15/2021;9;2021;Gral Pueyrredon;0
09/16/2021;9;2021;Gral Pueyrredon;0
09/17/2021;9;2021;Gral Pueyrredon;0
09/18/2021;9;2021;Gral Pueyrredon;0
09/19/2021;9;2021;Gral Pueyrredon;0
09/20/2021;9;2021;Gral Pueyrredon;0
09/21/2021;9;2021;Gral Pueyrredon;0
09/22/2021;9;2021;Gral Pueyrredon;1
09/23/2021;9;2021;Gral Pueyrredon;1
09/24/2021;9;2021;Gral Pueyrredon;0
09/25/2021;9;2021;Gral Pueyrredon;0
09/26/2021;9;2021;Gral Pueyrredon;0
09/27/2021;9;2021;Gral Pueyrredon;0
09/28/2021;9;2021;Gral Pueyrredon;0
09/29/2021;9;2021;Gral Pueyrredon;0
09/30/2021;9;2021;Gral Pueyrredon;10
10/1/2021;10;2021;Gral Pueyrredon;0
10/2/2021;10;2021;Gral Pueyrredon;0.2
10/3/2021;10;2021;Gral Pueyrredon;0
10/4/2021;10;2021;Gral Pueyrredon;0
10/5/2021;10;2021;Gral Pueyrredon;0
10/6/2021;10;2021;Gral Pueyrredon;0
10/7/2021;10;2021;Gral Pueyrredon;0
10/8/2021;10;2021;Gral Pueyrredon;0
10/9/2021;10;2021;Gral Pueyrredon;0
10/10/2021;10;2021;Gral Pueyrredon;0
10/11/2021;10;2021;Gral Pueyrredon;0.2
10/12/2021;10;2021;Gral Pueyrredon;0.2
10/13/2021;10;2021;Gral Pueyrredon;0
10/14/2021;10;2021;Gral Pueyrredon;5
10/15/2021;10;2021;Gral Pueyrredon;0
10/16/2021;10;2021;Gral Pueyrredon;0
10/17/2021;10;2021;Gral Pueyrredon;0
10/18/2021;10;2021;Gral Pueyrredon;0
10/19/2021;10;2021;Gral Pueyrredon;0
10/20/2021;10;2021;Gral Pueyrredon;0
10/21/2021;10;2021;Gral Pueyrredon;25
10/22/2021;10;2021;Gral Pueyrredon;0
10/23/2021;10;2021;Gral Pueyrredon;0
10/24/2021;10;2021;Gral Pueyrredon;0
10/25/2021;10;2021;Gral Pueyrredon;0
10/26/2021;10;2021;Gral Pueyrredon;0
10/27/2021;10;2021;Gral Pueyrredon;0
10/28/2021;10;2021;Gral Pueyrredon;0
10/29/2021;10;2021;Gral Pueyrredon;0
10/30/2021;10;2021;Gral Pueyrredon;0
10/31/2021;10;2021;Gral Pueyrredon;0
11/1/2021;11;2021;Gral Pueyrredon;2
11/2/2021;11;2021;Gral Pueyrredon;0
11/3/2021;11;2021;Gral Pueyrredon;0
11/4/2021;11;2021;Gral Pueyrredon;12
11/5/2021;11;2021;Gral Pueyrredon;0
11/6/2021;11;2021;Gral Pueyrredon;0
11/7/2021;11;2021;Gral Pueyrredon;12
11/8/2021;11;2021;Gral Pueyrredon;0
11/9/2021;11;2021;Gral Pueyrredon;0
11/10/2021;11;2021;Gral Pueyrredon;0
11/11/2021;11;2021;Gral Pueyrredon;0
11/12/2021;11;2021;Gral Pueyrredon;0
11/13/2021;11;2021;Gral Pueyrredon;0.7
11/14/2021;11;2021;Gral Pueyrredon;0
11/15/2021;11;2021;Gral Pueyrredon;7
11/16/2021;11;2021;Gral Pueyrredon;0.4
11/17/2021;11;2021;Gral Pueyrredon;0
11/18/2021;11;2021;Gral Pueyrredon;0
11/19/2021;11;2021;Gral Pueyrredon;0
11/20/2021;11;2021;Gral Pueyrredon;0
11/21/2021;11;2021;Gral Pueyrredon;0
11/22/2021;11;2021;Gral Pueyrredon;0
11/23/2021;11;2021;Gral Pueyrredon;0
11/24/2021;11;2021;Gral Pueyrredon;1
11/25/2021;11;2021;Gral Pueyrredon;0
11/26/2021;11;2021;Gral Pueyrredon;0
11/27/2021;11;2021;Gral Pueyrredon;0
11/28/2021;11;2021;Gral Pueyrredon;0.4
11/29/2021;11;2021;Gral Pueyrredon;0
11/30/2021;11;2021;Gral Pueyrredon;0
12/1/2021;12;2021;Gral Pueyrredon;0
12/2/2021;12;2021;Gral Pueyrredon;0
12/3/2021;12;2021;Gral Pueyrredon;0
12/4/2021;12;2021;Gral Pueyrredon;0
12/5/2021;12;2021;Gral Pueyrredon;0
12/6/2021;12;2021;Gral Pueyrredon;0
